2025/01/16 08:18:00 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:00 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:01 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:02 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:03 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:05 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:08 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:47 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:49 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:52 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:52 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:53 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:55 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:18:59 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:19:06 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:19:19 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:19:47 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:20:45 [emerg] 1#1: mkdir() "/var/nginx/cache/proxy_temp" failed (2: No such file or directory)
2025/01/16 08:21:53 [error] 29#29: *37 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: , request: "GET /code/?folder=/home/gvsun/webplatform HTTP/1.1", upstream: "http://127.0.0.1:8443/?folder=/home/gvsun/webplatform", host: "10.106.0.222", referrer: "https://10.106.0.222/code/?folder=/home/gvsun/webplatform"
2025/01/17 03:31:39 [error] 33#33: *3 connect() failed (111: Connection refused) while connecting to upstream, client: 172.19.0.1, server: , request: "GET /code/stable-08cbdfbdf11925e8a14ee03de97b942bba7e8a94?reconnectionToken=6ba3a0c4-a43b-4e59-a5c4-38658bdd964a&reconnection=true&skipWebSocketFrames=false HTTP/1.1", upstream: "http://127.0.0.1:8443/stable-08cbdfbdf11925e8a14ee03de97b942bba7e8a94?reconnectionToken=6ba3a0c4-a43b-4e59-a5c4-38658bdd964a&reconnection=true&skipWebSocketFrames=false", host: "10.106.0.222"
2025/01/17 03:31:39 [error] 32#32: *4 connect() failed (111: Connection refused) while connecting to upstream, client: 172.19.0.1, server: , request: "GET /code/stable-08cbdfbdf11925e8a14ee03de97b942bba7e8a94?reconnectionToken=686724bc-dbf6-4c87-9d72-5c1d81079e1e&reconnection=true&skipWebSocketFrames=false HTTP/1.1", upstream: "http://127.0.0.1:8443/stable-08cbdfbdf11925e8a14ee03de97b942bba7e8a94?reconnectionToken=686724bc-dbf6-4c87-9d72-5c1d81079e1e&reconnection=true&skipWebSocketFrames=false", host: "10.106.0.222"
2025/01/17 17:11:19 [error] 32#32: *417 open() "/home/gvsun/webplatform/web/error" failed (2: No such file or directory), client: 127.0.0.1, server: , request: "POST /error HTTP/1.1", host: "localhost"
2025/01/17 18:05:01 [error] 34#34: *455 open() "/home/gvsun/webplatform/web/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /favicon.ico HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:09:28 [error] 37#37: *458 open() "/home/gvsun/webplatform/web/docs.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /docs.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:09:31 [error] 37#37: *458 open() "/home/gvsun/webplatform/web/terminal.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /terminal.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:13:02 [error] 38#38: *460 open() "/home/gvsun/webplatform/web/settings.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /settings.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:13:04 [error] 38#38: *460 open() "/home/gvsun/webplatform/web/docs.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /docs.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:13:09 [error] 38#38: *460 open() "/home/gvsun/webplatform/web/terminal.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /terminal.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:19:35 [error] 40#40: *461 open() "/home/gvsun/webplatform/web/terminal.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /terminal.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:19:38 [error] 40#40: *461 open() "/home/gvsun/webplatform/web/docs.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /docs.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:19:43 [error] 40#40: *461 open() "/home/gvsun/webplatform/web/settings.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /settings.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:20:16 [error] 40#40: *461 open() "/home/gvsun/webplatform/web/settings.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /settings.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/18 02:20:25 [error] 40#40: *461 open() "/home/gvsun/webplatform/web/docs.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /docs.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/19 04:00:49 [error] 43#43: *464 open() "/home/gvsun/webplatform/web/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /favicon.ico HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 00:25:49 [error] 46#46: *640 open() "/home/gvsun/webplatform/web/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /favicon.ico HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 00:27:28 [error] 45#45: *641 open() "/home/gvsun/webplatform/web/docs.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /docs.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 00:33:58 [error] 48#48: *643 open() "/home/gvsun/webplatform/web/settings.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /settings.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 00:44:03 [error] 34#34: *42 open() "/home/gvsun/webplatform/web/code.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /code.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 00:45:47 [error] 38#38: *57 open() "/home/gvsun/webplatform/web/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /favicon.ico HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 01:08:31 [error] 26#26: *98 open() "/home/gvsun/webplatform/web/desktop.json" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /desktop.json HTTP/1.1", host: "10.106.0.222"
2025/01/20 01:20:22 [error] 26#26: *197 open() "/home/gvsun/webplatform/web/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /favicon.ico HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 01:36:12 [error] 26#26: *330 open() "/home/gvsun/webplatform/web/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /favicon.ico HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 01:36:55 [error] 26#26: *330 open() "/home/gvsun/webplatform/web/browser.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /browser.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 01:38:43 [error] 26#26: *335 open() "/home/gvsun/webplatform/web/browser.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /browser.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/"
2025/01/20 02:07:52 [error] 24#24: *621 open() "/home/gvsun/webplatform/web/settings.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /settings.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 02:08:09 [error] 24#24: *621 open() "/home/gvsun/webplatform/web/terminal.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /terminal.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 02:38:55 [error] 27#27: *938 open() "/home/gvsun/webplatform/web/data/domains.json" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /data/domains.json HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 02:39:04 [error] 27#27: *938 open() "/home/gvsun/webplatform/web/data/domains.json" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /data/domains.json HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 02:46:08 [error] 27#27: *941 open() "/home/gvsun/webplatform/web/page/desktop/index.html" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /page/desktop/index.html HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 05:40:14 [error] 27#27: *954 open() "/home/gvsun/webplatform/web/scripts/webui.js" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /scripts/webui.js HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 05:40:14 [error] 27#27: *955 open() "/home/gvsun/webplatform/web/css/desktop.css" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /css/desktop.css HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
2025/01/20 05:42:53 [error] 27#27: *957 open() "/home/gvsun/webplatform/web/scripts/webui.js" failed (2: No such file or directory), client: 172.18.0.1, server: , request: "GET /scripts/webui.js HTTP/1.1", host: "10.106.0.222", referrer: "http://10.106.0.222/index.html"
